ISIN,MATURITYDATE,ISSUEDATE,COUPONRATE,PRICE,ACCRUED,TODAY
DE0001135267,2015-01-04,2004-10-27,0.0375,106.465,2.8151,2009-10-01
DE0001135283,2015-07-04,2005-04-28,0.0325,103.89,0.8281,2009-10-01
DE0001135291,2016-01-04,2005-10-30,0.035,104.975,2.6274,2009-10-01
DE0001134922,2024-01-04,1993-12-29,0.0625,128.035,4.6918,2009-10-01
DE0001141463,2010-04-09,2005-02-24,0.0325,101.4,1.6027,2009-10-02
DE0001135150,2010-07-04,2000-05-05,0.0525,103.435,1.3521,2009-10-02
DE0001141471,2010-10-08,2005-08-26,0.025,101.82,2.4863,2009-10-02
DE0001135168,2011-01-04,2000-09-29,0.0525,105.5,3.9555,2009-10-02
DE0001135184,2011-07-04,2001-05-23,0.05,106.71,1.2877,2009-10-02
DE0001135192,2012-01-04,2001-12-28,0.05,107.96,3.7671,2009-10-02
DE0001135200,2012-07-04,2002-06-26,0.05,108.985,1.2877,2009-10-02
DE0001135218,2013-01-04,2002-12-31,0.045,108.285,3.3904,2009-10-02
DE0001135234,2013-07-04,2003-06-24,0.0375,106.185,0.9658,2009-10-02
DE0001135242,2014-01-04,2003-10-21,0.0425,108.355,3.2021,2009-10-02
DE0001135259,2014-07-04,2004-04-25,0.0425,108.705,1.0945,2009-10-02
DE0001135267,2015-01-04,2004-10-27,0.0375,106.615,2.8253,2009-10-02
DE0001135283,2015-07-04,2005-04-28,0.0325,104.055,0.837,2009-10-02
DE0001135291,2016-01-04,2005-10-30,0.035,105.175,2.637,2009-10-02
DE0001134922,2024-01-04,1993-12-29,0.0625,128.415,4.7089,2009-10-02
DE0001141463,2010-04-09,2005-02-24,0.0325,101.395,1.6116,2009-10-05
DE0001135150,2010-07-04,2000-05-05,0.0525,103.425,1.3664,2009-10-05
DE0001141471,2010-10-08,2005-08-26,0.025,101.825,2.4931,2009-10-05
DE0001135168,2011-01-04,2000-09-29,0.0525,105.49,3.9699,2009-10-05
DE0001135184,2011-07-04,2001-05-23,0.05,106.685,1.3014,2009-10-05
DE0001135192,2012-01-04,2001-12-28,0.05,107.945,3.7808,2009-10-05
DE0001135200,2012-07-04,2002-06-26,0.05,108.97,1.3014,2009-10-05
DE0001135218,2013-01-04,2002-12-31,0.045,108.27,3.4027,2009-10-05
DE0001135234,2013-07-04,2003-06-24,0.0375,106.19,0.976,2009-10-05
DE0001135242,2014-01-04,2003-10-21,0.0425,108.35,3.2137,2009-10-05
DE0001135259,2014-07-04,2004-04-25,0.0425,108.7,1.1062,2009-10-05
DE0001135267,2015-01-04,2004-10-27,0.0375,106.615,2.8356,2009-10-05
DE0001135283,2015-07-04,2005-04-28,0.0325,104.05,0.8459,2009-10-05
DE0001135291,2016-01-04,2005-10-30,0.035,105.165,2.6466,2009-10-05
DE0001134922,2024-01-04,1993-12-29,0.0625,128.395,4.726,2009-10-05
DE0001141463,2010-04-09,2005-02-24,0.0325,101.325,1.6562,2009-10-08
DE0001135150,2010-07-04,2000-05-05,0.0525,103.305,1.4384,2009-10-08
DE0001141471,2010-10-08,2005-08-26,0.025,101.72,0.0274,2009-10-08
DE0001135168,2011-01-04,2000-09-29,0.0525,105.34,4.0418,2009-10-08
DE0001135184,2011-07-04,2001-05-23,0.05,106.555,1.3699,2009-10-08
DE0001135192,2012-01-04,2001-12-28,0.05,107.825,3.8493,2009-10-08
DE0001135200,2012-07-04,2002-06-26,0.05,108.87,1.3699,2009-10-08
DE0001135218,2013-01-04,2002-12-31,0.045,108.2,3.4644,2009-10-08
DE0001135234,2013-07-04,2003-06-24,0.0375,106.135,1.0274,2009-10-08
DE0001135242,2014-01-04,2003-10-21,0.0425,108.35,3.2719,2009-10-08
DE0001135259,2014-07-04,2004-04-25,0.0425,108.675,1.1644,2009-10-08
DE0001135267,2015-01-04,2004-10-27,0.0375,106.605,2.887,2009-10-08
DE0001135283,2015-07-04,2005-04-28,0.0325,104.07,0.8904,2009-10-08
DE0001135291,2016-01-04,2005-10-30,0.035,105.19,2.6945,2009-10-08
DE0001134922,2024-01-04,1993-12-29,0.0625,128.46,4.8116,2009-10-08
DE0001141463,2010-04-09,2005-02-24,0.0325,101.3,1.6651,2009-10-09
DE0001135150,2010-07-04,2000-05-05,0.0525,103.265,1.4527,2009-10-09
DE0001141471,2010-10-08,2005-08-26,0.025,101.655,0.0342,2009-10-09
DE0001135168,2011-01-04,2000-09-29,0.0525,105.23,4.0562,2009-10-09
DE0001135184,2011-07-04,2001-05-23,0.05,106.355,1.3836,2009-10-09
DE0001135192,2012-01-04,2001-12-28,0.05,107.575,3.863,2009-10-09
DE0001135200,2012-07-04,2002-06-26,0.05,108.59,1.3836,2009-10-09
DE0001135218,2013-01-04,2002-12-31,0.045,107.89,3.4767,2009-10-09
DE0001135234,2013-07-04,2003-06-24,0.0375,105.77,1.0377,2009-10-09
DE0001135242,2014-01-04,2003-10-21,0.0425,107.97,3.2836,2009-10-09
DE0001135259,2014-07-04,2004-04-25,0.0425,108.24,1.176,2009-10-09
DE0001135267,2015-01-04,2004-10-27,0.0375,106.16,2.8973,2009-10-09
DE0001135283,2015-07-04,2005-04-28,0.0325,103.6,0.8993,2009-10-09
DE0001135291,2016-01-04,2005-10-30,0.035,104.71,2.7041,2009-10-09
DE0001134922,2024-01-04,1993-12-29,0.0625,127.615,4.8288,2009-10-09
DE0001141463,2010-04-09,2005-02-24,0.0325,101.3,1.674,2009-10-12
DE0001135150,2010-07-04,2000-05-05,0.0525,103.265,1.4671,2009-10-12
DE0001141471,2010-10-08,2005-08-26,0.025,101.67,0.0411,2009-10-12
DE0001135168,2011-01-04,2000-09-29,0.0525,105.255,4.0705,2009-10-12
DE0001135184,2011-07-04,2001-05-23,0.05,106.385,1.3973,2009-10-12
DE0001135192,2012-01-04,2001-12-28,0.05,107.635,3.8767,2009-10-12
DE0001135200,2012-07-04,2002-06-26,0.05,108.645,1.3973,2009-10-12
DE0001135218,2013-01-04,2002-12-31,0.045,107.935,3.489,2009-10-12
DE0001135234,2013-07-04,2003-06-24,0.0375,105.84,1.0479,2009-10-12
DE0001135242,2014-01-04,2003-10-21,0.0425,108.02,3.2952,2009-10-12
DE0001135259,2014-07-04,2004-04-25,0.0425,108.3,1.1877,2009-10-12
DE0001135267,2015-01-04,2004-10-27,0.0375,106.225,2.9075,2009-10-12
DE0001135283,2015-07-04,2005-04-28,0.0325,103.66,0.9082,2009-10-12
DE0001135291,2016-01-04,2005-10-30,0.035,104.785,2.7137,2009-10-12
DE0001134922,2024-01-04,1993-12-29,0.0625,127.755,4.8459,2009-10-12
DE0001141463,2010-04-09,2005-02-24,0.0325,101.295,1.6829,2009-10-13
DE0001135150,2010-07-04,2000-05-05,0.0525,103.27,1.4815,2009-10-13
DE0001141471,2010-10-08,2005-08-26,0.025,101.69,0.0479,2009-10-13
DE0001135168,2011-01-04,2000-09-29,0.0525,105.28,4.0849,2009-10-13
DE0001135184,2011-07-04,2001-05-23,0.05,106.445,1.411,2009-10-13
DE0001135192,2012-01-04,2001-12-28,0.05,107.71,3.8904,2009-10-13
DE0001135200,2012-07-04,2002-06-26,0.05,108.755,1.411,2009-10-13
DE0001135218,2013-01-04,2002-12-31,0.045,108.08,3.5014,2009-10-13
DE0001135234,2013-07-04,2003-06-24,0.0375,106,1.0582,2009-10-13
DE0001135242,2014-01-04,2003-10-21,0.0425,108.185,3.3068,2009-10-13
DE0001135259,2014-07-04,2004-04-25,0.0425,108.495,1.1993,2009-10-13
DE0001135267,2015-01-04,2004-10-27,0.0375,106.42,2.9178,2009-10-13
DE0001135283,2015-07-04,2005-04-28,0.0325,103.86,0.9171,2009-10-13
DE0001135291,2016-01-04,2005-10-30,0.035,104.985,2.7233,2009-10-13
DE0001134922,2024-01-04,1993-12-29,0.0625,127.755,4.863,2009-10-13
DE0001141463,2010-04-09,2005-02-24,0.0325,101.275,1.6918,2009-10-14
DE0001135150,2010-07-04,2000-05-05,0.0525,103.22,1.4959,2009-10-14
DE0001141471,2010-10-08,2005-08-26,0.025,101.655,0.0548,2009-10-14
DE0001135168,2011-01-04,2000-09-29,0.0525,105.215,4.0993,2009-10-14
DE0001135184,2011-07-04,2001-05-23,0.05,106.34,1.4247,2009-10-14
DE0001135192,2012-01-04,2001-12-28,0.05,107.595,3.9041,2009-10-14
DE0001135200,2012-07-04,2002-06-26,0.05,108.605,1.4247,2009-10-14
DE0001135218,2013-01-04,2002-12-31,0.045,107.915,3.5137,2009-10-14
DE0001135234,2013-07-04,2003-06-24,0.0375,105.81,1.0685,2009-10-14
DE0001135242,2014-01-04,2003-10-21,0.0425,107.955,3.3185,2009-10-14
DE0001135259,2014-07-04,2004-04-25,0.0425,108.215,1.211,2009-10-14
DE0001135267,2015-01-04,2004-10-27,0.0375,106.11,2.9281,2009-10-14
DE0001135283,2015-07-04,2005-04-28,0.0325,103.545,0.926,2009-10-14
DE0001135291,2016-01-04,2005-10-30,0.035,104.635,2.7329,2009-10-14
DE0001134922,2024-01-04,1993-12-29,0.0625,126.965,4.8801,2009-10-14
DE0001141463,2010-04-09,2005-02-24,0.0325,101.255,1.7185,2009-10-15
DE0001135150,2010-07-04,2000-05-05,0.0525,103.195,1.539,2009-10-15
DE0001141471,2010-10-08,2005-08-26,0.025,101.63,0.0753,2009-10-15
DE0001135168,2011-01-04,2000-09-29,0.0525,105.145,4.1425,2009-10-15
DE0001135184,2011-07-04,2001-05-23,0.05,106.23,1.4658,2009-10-15
DE0001135192,2012-01-04,2001-12-28,0.05,107.455,3.9452,2009-10-15
DE0001135200,2012-07-04,2002-06-26,0.05,108.43,1.4658,2009-10-15
DE0001135218,2013-01-04,2002-12-31,0.045,107.7,3.5507,2009-10-15
DE0001135234,2013-07-04,2003-06-24,0.0375,105.565,1.0993,2009-10-15
DE0001135242,2014-01-04,2003-10-21,0.0425,107.66,3.3534,2009-10-15
DE0001135259,2014-07-04,2004-04-25,0.0425,107.875,1.2459,2009-10-15
DE0001135267,2015-01-04,2004-10-27,0.0375,105.745,2.9589,2009-10-15
DE0001135283,2015-07-04,2005-04-28,0.0325,103.155,0.9527,2009-10-15
DE0001135291,2016-01-04,2005-10-30,0.035,104.22,2.7616,2009-10-15
DE0001134922,2024-01-04,1993-12-29,0.0625,126.235,4.9315,2009-10-15
DE0001141463,2010-04-09,2005-02-24,0.0325,101.25,1.7274,2009-10-16
DE0001135150,2010-07-04,2000-05-05,0.0525,103.18,1.5534,2009-10-16
DE0001141471,2010-10-08,2005-08-26,0.025,101.61,0.0822,2009-10-16
DE0001135168,2011-01-04,2000-09-29,0.0525,105.115,4.1568,2009-10-16
DE0001135184,2011-07-04,2001-05-23,0.05,106.185,1.4795,2009-10-16
DE0001135192,2012-01-04,2001-12-28,0.05,107.39,3.9589,2009-10-16
DE0001135200,2012-07-04,2002-06-26,0.05,108.355,1.4795,2009-10-16
DE0001135218,2013-01-04,2002-12-31,0.045,107.635,3.563,2009-10-16
DE0001135234,2013-07-04,2003-06-24,0.0375,105.485,1.1096,2009-10-16
DE0001135242,2014-01-04,2003-10-21,0.0425,107.585,3.3651,2009-10-16
DE0001135259,2014-07-04,2004-04-25,0.0425,107.8,1.2575,2009-10-16
DE0001135267,2015-01-04,2004-10-27,0.0375,105.685,2.9692,2009-10-16
DE0001135283,2015-07-04,2005-04-28,0.0325,103.11,0.9616,2009-10-16
DE0001135291,2016-01-04,2005-10-30,0.035,104.17,2.7712,2009-10-16
DE0001134922,2024-01-04,1993-12-29,0.0625,126.415,4.9486,2009-10-16
DE0001141463,2010-04-09,2005-02-24,0.0325,101.245,1.7363,2009-10-19
DE0001135150,2010-07-04,2000-05-05,0.0525,103.175,1.5678,2009-10-19
DE0001141471,2010-10-08,2005-08-26,0.025,101.61,0.089,2009-10-19
DE0001135168,2011-01-04,2000-09-29,0.0525,105.1,4.1712,2009-10-19
DE0001135184,2011-07-04,2001-05-23,0.05,106.175,1.4931,2009-10-19
DE0001135192,2012-01-04,2001-12-28,0.05,107.365,3.9726,2009-10-19
DE0001135200,2012-07-04,2002-06-26,0.05,108.345,1.4931,2009-10-19
DE0001135218,2013-01-04,2002-12-31,0.045,107.625,3.5753,2009-10-19
DE0001135234,2013-07-04,2003-06-24,0.0375,105.47,1.1199,2009-10-19
DE0001135242,2014-01-04,2003-10-21,0.0425,107.56,3.3767,2009-10-19
DE0001135259,2014-07-04,2004-04-25,0.0425,107.78,1.2692,2009-10-19
DE0001135267,2015-01-04,2004-10-27,0.0375,105.655,2.9795,2009-10-19
DE0001135283,2015-07-04,2005-04-28,0.0325,103.075,0.9705,2009-10-19
DE0001135291,2016-01-04,2005-10-30,0.035,104.13,2.7808,2009-10-19
DE0001134922,2024-01-04,1993-12-29,0.0625,126.415,4.9658,2009-10-19
DE0001141463,2010-04-09,2005-02-24,0.0325,101.24,1.7452,2009-10-20
DE0001135150,2010-07-04,2000-05-05,0.0525,103.165,1.5822,2009-10-20
DE0001141471,2010-10-08,2005-08-26,0.025,101.62,0.0959,2009-10-20
DE0001135168,2011-01-04,2000-09-29,0.0525,105.13,4.1856,2009-10-20
DE0001135184,2011-07-04,2001-05-23,0.05,106.255,1.5068,2009-10-20
DE0001135192,2012-01-04,2001-12-28,0.05,107.485,3.9863,2009-10-20
DE0001135200,2012-07-04,2002-06-26,0.05,108.495,1.5068,2009-10-20
DE0001135218,2013-01-04,2002-12-31,0.045,107.81,3.5877,2009-10-20
DE0001135234,2013-07-04,2003-06-24,0.0375,105.69,1.1301,2009-10-20
DE0001135242,2014-01-04,2003-10-21,0.0425,107.805,3.3884,2009-10-20
DE0001135259,2014-07-04,2004-04-25,0.0425,108.07,1.2808,2009-10-20
DE0001135267,2015-01-04,2004-10-27,0.0375,105.96,2.9897,2009-10-20
DE0001135283,2015-07-04,2005-04-28,0.0325,103.4,0.9795,2009-10-20
DE0001135291,2016-01-04,2005-10-30,0.035,104.49,2.7904,2009-10-20
DE0001134922,2024-01-04,1993-12-29,0.0625,127.03,4.9829,2009-10-20
DE0001141463,2010-04-09,2005-02-24,0.0325,101.225,1.7541,2009-10-21
DE0001135150,2010-07-04,2000-05-05,0.0525,103.13,1.5966,2009-10-21
DE0001141471,2010-10-08,2005-08-26,0.025,101.6,0.1027,2009-10-21
DE0001135168,2011-01-04,2000-09-29,0.0525,105.075,4.2,2009-10-21
DE0001135184,2011-07-04,2001-05-23,0.05,106.185,1.5205,2009-10-21
DE0001135192,2012-01-04,2001-12-28,0.05,107.385,4,2009-10-21
DE0001135200,2012-07-04,2002-06-26,0.05,108.365,1.5205,2009-10-21
DE0001135218,2013-01-04,2002-12-31,0.045,107.655,3.6,2009-10-21
DE0001135234,2013-07-04,2003-06-24,0.0375,105.525,1.1404,2009-10-21
DE0001135242,2014-01-04,2003-10-21,0.0425,107.595,3.4,2009-10-21
DE0001135259,2014-07-04,2004-04-25,0.0425,107.805,1.2925,2009-10-21
DE0001135267,2015-01-04,2004-10-27,0.0375,105.655,3,2009-10-21
DE0001135283,2015-07-04,2005-04-28,0.0325,103.075,0.9884,2009-10-21
DE0001135291,2016-01-04,2005-10-30,0.035,104.14,2.8,2009-10-21
DE0001134922,2024-01-04,1993-12-29,0.0625,126.18,5,2009-10-21
DE0001141463,2010-04-09,2005-02-24,0.0325,101.22,1.7808,2009-10-22
DE0001135150,2010-07-04,2000-05-05,0.0525,103.135,1.6397,2009-10-22
DE0001141471,2010-10-08,2005-08-26,0.025,101.62,0.1233,2009-10-22
DE0001135168,2011-01-04,2000-09-29,0.0525,105.09,4.2431,2009-10-22
DE0001135184,2011-07-04,2001-05-23,0.05,106.21,1.5616,2009-10-22
DE0001135192,2012-01-04,2001-12-28,0.05,107.42,4.0411,2009-10-22
DE0001135200,2012-07-04,2002-06-26,0.05,108.415,1.5616,2009-10-22
DE0001135218,2013-01-04,2002-12-31,0.045,107.705,3.637,2009-10-22
DE0001135234,2013-07-04,2003-06-24,0.0375,105.595,1.1712,2009-10-22
DE0001135242,2014-01-04,2003-10-21,0.0425,107.67,3.4349,2009-10-22
DE0001135259,2014-07-04,2004-04-25,0.0425,107.885,1.3274,2009-10-22
DE0001135267,2015-01-04,2004-10-27,0.0375,105.73,3.0308,2009-10-22
DE0001135283,2015-07-04,2005-04-28,0.0325,103.14,1.0151,2009-10-22
DE0001135291,2016-01-04,2005-10-30,0.035,104.195,2.8288,2009-10-22
DE0001134922,2024-01-04,1993-12-29,0.0625,126.4,5.0514,2009-10-22
DE0001141463,2010-04-09,2005-02-24,0.0325,101.215,1.7897,2009-10-23
DE0001135150,2010-07-04,2000-05-05,0.0525,103.125,1.6541,2009-10-23
DE0001141471,2010-10-08,2005-08-26,0.025,101.61,0.1301,2009-10-23
DE0001135168,2011-01-04,2000-09-29,0.0525,105.08,4.2575,2009-10-23
DE0001135184,2011-07-04,2001-05-23,0.05,106.18,1.5753,2009-10-23
DE0001135192,2012-01-04,2001-12-28,0.05,107.385,4.0548,2009-10-23
DE0001135200,2012-07-04,2002-06-26,0.05,108.355,1.5753,2009-10-23
DE0001135218,2013-01-04,2002-12-31,0.045,107.64,3.6493,2009-10-23
DE0001135234,2013-07-04,2003-06-24,0.0375,105.49,1.1815,2009-10-23
DE0001135242,2014-01-04,2003-10-21,0.0425,107.52,3.4466,2009-10-23
DE0001135259,2014-07-04,2004-04-25,0.0425,107.715,1.339,2009-10-23
DE0001135267,2015-01-04,2004-10-27,0.0375,105.54,3.0411,2009-10-23
DE0001135283,2015-07-04,2005-04-28,0.0325,102.935,1.024,2009-10-23
DE0001135291,2016-01-04,2005-10-30,0.035,103.965,2.8384,2009-10-23
DE0001134922,2024-01-04,1993-12-29,0.0625,125.91,5.0685,2009-10-23
DE0001141463,2010-04-09,2005-02-24,0.0325,101.21,1.7986,2009-10-26
DE0001135150,2010-07-04,2000-05-05,0.0525,103.125,1.6685,2009-10-26
DE0001141471,2010-10-08,2005-08-26,0.025,101.62,0.137,2009-10-26
DE0001135168,2011-01-04,2000-09-29,0.0525,105.1,4.2719,2009-10-26
DE0001135184,2011-07-04,2001-05-23,0.05,106.19,1.589,2009-10-26
DE0001135192,2012-01-04,2001-12-28,0.05,107.39,4.0685,2009-10-26
DE0001135200,2012-07-04,2002-06-26,0.05,108.355,1.589,2009-10-26
DE0001135218,2013-01-04,2002-12-31,0.045,107.605,3.6616,2009-10-26
DE0001135234,2013-07-04,2003-06-24,0.0375,105.455,1.1918,2009-10-26
DE0001135242,2014-01-04,2003-10-21,0.0425,107.455,3.4582,2009-10-26
DE0001135259,2014-07-04,2004-04-25,0.0425,107.625,1.3507,2009-10-26
DE0001135267,2015-01-04,2004-10-27,0.0375,105.43,3.0514,2009-10-26
DE0001135283,2015-07-04,2005-04-28,0.0325,102.845,1.0329,2009-10-26
DE0001135291,2016-01-04,2005-10-30,0.035,103.865,2.8479,2009-10-26
DE0001134922,2024-01-04,1993-12-29,0.0625,125.755,5.0856,2009-10-26
DE0001141463,2010-04-09,2005-02-24,0.0325,101.21,1.8075,2009-10-27
DE0001135150,2010-07-04,2000-05-05,0.0525,103.135,1.6829,2009-10-27
DE0001141471,2010-10-08,2005-08-26,0.025,101.65,0.1438,2009-10-27
DE0001135168,2011-01-04,2000-09-29,0.0525,105.15,4.2863,2009-10-27
DE0001135184,2011-07-04,2001-05-23,0.05,106.315,1.6027,2009-10-27
DE0001135192,2012-01-04,2001-12-28,0.05,107.555,4.0822,2009-10-27
DE0001135200,2012-07-04,2002-06-26,0.05,108.565,1.6027,2009-10-27
DE0001135218,2013-01-04,2002-12-31,0.045,107.87,3.674,2009-10-27
DE0001135234,2013-07-04,2003-06-24,0.0375,105.76,1.2021,2009-10-27
DE0001135242,2014-01-04,2003-10-21,0.0425,107.81,3.4699,2009-10-27
DE0001135259,2014-07-04,2004-04-25,0.0425,108.035,1.3623,2009-10-27
DE0001135267,2015-01-04,2004-10-27,0.0375,105.86,3.0616,2009-10-27
DE0001135283,2015-07-04,2005-04-28,0.0325,103.305,1.0418,2009-10-27
DE0001135291,2016-01-04,2005-10-30,0.035,104.355,2.8575,2009-10-27
DE0001134922,2024-01-04,1993-12-29,0.0625,126.635,5.1027,2009-10-27
DE0001141463,2010-04-09,2005-02-24,0.0325,101.2,1.8164,2009-10-28
DE0001135150,2010-07-04,2000-05-05,0.0525,103.105,1.6973,2009-10-28
DE0001141471,2010-10-08,2005-08-26,0.025,101.66,0.1507,2009-10-28
DE0001135168,2011-01-04,2000-09-29,0.0525,105.14,4.3007,2009-10-28
DE0001135184,2011-07-04,2001-05-23,0.05,106.32,1.6164,2009-10-28
DE0001135192,2012-01-04,2001-12-28,0.05,107.565,4.0959,2009-10-28
DE0001135200,2012-07-04,2002-06-26,0.05,108.59,1.6164,2009-10-28
DE0001135218,2013-01-04,2002-12-31,0.045,107.91,3.6863,2009-10-28
DE0001135234,2013-07-04,2003-06-24,0.0375,105.81,1.2123,2009-10-28
DE0001135242,2014-01-04,2003-10-21,0.0425,107.86,3.4815,2009-10-28
DE0001135259,2014-07-04,2004-04-25,0.0425,108.115,1.374,2009-10-28
DE0001135267,2015-01-04,2004-10-27,0.0375,105.945,3.0719,2009-10-28
DE0001135283,2015-07-04,2005-04-28,0.0325,103.405,1.0507,2009-10-28
DE0001135291,2016-01-04,2005-10-30,0.035,104.46,2.8671,2009-10-28
DE0001134922,2024-01-04,1993-12-29,0.0625,126.93,5.1199,2009-10-28
DE0001141463,2010-04-09,2005-02-24,0.0325,101.17,1.8432,2009-10-29
DE0001135150,2010-07-04,2000-05-05,0.0525,103.07,1.7404,2009-10-29
DE0001141471,2010-10-08,2005-08-26,0.025,101.6,0.1712,2009-10-29
DE0001135168,2011-01-04,2000-09-29,0.0525,105.07,4.3438,2009-10-29
DE0001135184,2011-07-04,2001-05-23,0.05,106.2,1.6575,2009-10-29
DE0001135192,2012-01-04,2001-12-28,0.05,107.41,4.137,2009-10-29
DE0001135200,2012-07-04,2002-06-26,0.05,108.4,1.6575,2009-10-29
DE0001135218,2013-01-04,2002-12-31,0.045,107.68,3.7233,2009-10-29
DE0001135234,2013-07-04,2003-06-24,0.0375,105.56,1.2431,2009-10-29
DE0001135242,2014-01-04,2003-10-21,0.0425,107.55,3.5164,2009-10-29
DE0001135259,2014-07-04,2004-04-25,0.0425,107.81,1.4089,2009-10-29
DE0001135267,2015-01-04,2004-10-27,0.0375,105.6,3.1027,2009-10-29
DE0001135283,2015-07-04,2005-04-28,0.0325,103.06,1.0774,2009-10-29
DE0001135291,2016-01-04,2005-10-30,0.035,104.09,2.8959,2009-10-29
DE0001134922,2024-01-04,1993-12-29,0.0625,126.355,5.1712,2009-10-29
DE0001141463,2010-04-09,2005-02-24,0.0325,101.165,1.8521,2009-10-30
DE0001135150,2010-07-04,2000-05-05,0.0525,103.06,1.7548,2009-10-30
DE0001141471,2010-10-08,2005-08-26,0.025,101.6,0.1781,2009-10-30
DE0001135168,2011-01-04,2000-09-29,0.0525,105.08,4.3582,2009-10-30
DE0001135184,2011-07-04,2001-05-23,0.05,106.28,1.6712,2009-10-30
DE0001135192,2012-01-04,2001-12-28,0.05,107.53,4.1507,2009-10-30
DE0001135200,2012-07-04,2002-06-26,0.05,108.55,1.6712,2009-10-30
DE0001135218,2013-01-04,2002-12-31,0.045,107.885,3.7356,2009-10-30
DE0001135234,2013-07-04,2003-06-24,0.0375,105.805,1.2534,2009-10-30
DE0001135242,2014-01-04,2003-10-21,0.0425,107.83,3.5281,2009-10-30
DE0001135259,2014-07-04,2004-04-25,0.0425,108.08,1.4205,2009-10-30
DE0001135267,2015-01-04,2004-10-27,0.0375,105.93,3.113,2009-10-30
DE0001135283,2015-07-04,2005-04-28,0.0325,103.415,1.0863,2009-10-30
DE0001135291,2016-01-04,2005-10-30,0.035,104.465,2.9055,2009-10-30
DE0001134922,2024-01-04,1993-12-29,0.0625,127.29,5.1884,2009-10-30
DE0001141463,2010-04-09,2005-02-24,0.0325,101.155,1.861,2009-11-02
DE0001135150,2010-07-04,2000-05-05,0.0525,103.045,1.7692,2009-11-02
DE0001141471,2010-10-08,2005-08-26,0.025,101.59,0.1849,2009-11-02
DE0001135168,2011-01-04,2000-09-29,0.0525,105.055,4.3726,2009-11-02
DE0001135184,2011-07-04,2001-05-23,0.05,106.26,1.6849,2009-11-02
DE0001135192,2012-01-04,2001-12-28,0.05,107.52,4.1644,2009-11-02
DE0001135200,2012-07-04,2002-06-26,0.05,108.55,1.6849,2009-11-02
DE0001135218,2013-01-04,2002-12-31,0.045,107.88,3.7479,2009-11-02
DE0001135234,2013-07-04,2003-06-24,0.0375,105.815,1.2637,2009-11-02
DE0001135242,2014-01-04,2003-10-21,0.0425,107.85,3.5397,2009-11-02
DE0001135259,2014-07-04,2004-04-25,0.0425,108.115,1.4322,2009-11-02
DE0001135267,2015-01-04,2004-10-27,0.0375,105.945,3.1233,2009-11-02
DE0001135283,2015-07-04,2005-04-28,0.0325,103.42,1.0952,2009-11-02
DE0001135291,2016-01-04,2005-10-30,0.035,104.495,2.9151,2009-11-02
DE0001134922,2024-01-04,1993-12-29,0.0625,127.18,5.2055,2009-11-02
